Screen ID,Screen name,Object ID,Source RU/EN,ZH (machine),Status
"id-3-6-1-1-photometry-a-n-1-measurement-not-fixed-copy","3-6-2-1 Photometry-T-n-1-measurement-not fixed","canvas-id-3-6-1-1-photometry-a-n-1-measurement-not-fixed-copy-text-13","93.35 %","93.35%","machine-review-required"
"id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy","3-6-2-2 Photometry-T-n-1-measurement-fixed","canvas-id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy-text-1","Фотометрия \","光度测定\","machine-review-required"
"id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy","3-6-2-2 Photometry-T-n-1-measurement-fixed","canvas-id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy-text-3","12:05","12:05","machine-review-required"
"id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy","3-6-2-2 Photometry-T-n-1-measurement-fixed","canvas-id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy-text-5","№","○","machine-review-required"
"id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy","3-6-2-2 Photometry-T-n-1-measurement-fixed","canvas-id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy-text-6","n=3","n=3","machine-review-required"
"id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy","3-6-2-2 Photometry-T-n-1-measurement-fixed","canvas-id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy-text-7","T, %","温度，%","machine-review-required"
"id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy","3-6-2-2 Photometry-T-n-1-measurement-fixed","canvas-id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy-text-8","1","1","machine-review-required"
"id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy","3-6-2-2 Photometry-T-n-1-measurement-fixed","canvas-id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy-text-9","λ=1054.3 нм","λ=1054.3纳米","machine-review-required"
"id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy","3-6-2-2 Photometry-T-n-1-measurement-fixed","canvas-id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy-text-10","93.35","93.35","machine-review-required"
"id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy","3-6-2-2 Photometry-T-n-1-measurement-fixed","canvas-id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy-text-14","T","时间","machine-review-required"
"id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy","3-6-2-2 Photometry-T-n-1-measurement-fixed","canvas-id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy-text-15","93.35","93.35","machine-review-required"
"id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy","3-6-2-2 Photometry-T-n-1-measurement-fixed","canvas-id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy-text-16","Tср","总氮","machine-review-required"
"id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy","3-6-2-2 Photometry-T-n-1-measurement-fixed","canvas-id-3-6-1-2-photometry-a-n-1-measurement-fixed-copy-text-17","dT","dT","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-1","Фотометрия \","光度测定\","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-3","12:05","12:05","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-5","№","○","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-6","n=3","n=3","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-7","T, %","温度，%","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-8","1","1","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-9","2","2","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-10","λ=1054.3 нм","λ=1054.3纳米","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-11","93.35","93.35","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-12","93.38","93.38","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-16","T","时间","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-17","93.38 %","93.38%","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-18","Tср","总氮","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-19","93.36 %","93.36%","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-20","dT","dT","machine-review-required"
"id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy","3-6-2-3 Photometry-T-n-2-measurement-fixed","canvas-id-3-6-1-3-photometry-a-n-2-measurement-fixed-copy-text-21","0.02 %","0.02%","machine-review-required"
"id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy","3-6-4-2-1 Photometry-n-9-measurement-selected-remeasure","canvas-id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy-text-1","Фотометрия \","光度测定\","machine-review-required"
"id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy","3-6-4-2-1 Photometry-n-9-measurement-selected-remeasure","canvas-id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy-text-3","12:05","12:05","machine-review-required"
"id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy","3-6-4-2-1 Photometry-n-9-measurement-selected-remeasure","canvas-id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy-text-6","n=9","n=9","machine-review-required"
"id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy","3-6-4-2-1 Photometry-n-9-measurement-selected-remeasure","canvas-id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy-text-10","i=6","我=6","machine-review-required"
"id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy","3-6-4-2-1 Photometry-n-9-measurement-selected-remeasure","canvas-id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy-text-15","A=0.3254","A=0.3254","machine-review-required"
"id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy","3-6-4-2-1 Photometry-n-9-measurement-selected-remeasure","canvas-id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy-text-1781797860303","Действие","行动","machine-review-required"
"id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy","3-6-4-2-1 Photometry-n-9-measurement-selected-remeasure","canvas-id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy-text-1781797959076","Перемерить","重试","machine-review-required"
"id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy","3-6-4-2-1 Photometry-n-9-measurement-selected-remeasure","canvas-id-3-6-1-4-2-photometry-a-n-9-measurement-fixed-selected-copy-text-1781798043427","Удалить","删除","machine-review-required"
"id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy","3-6-4-2-2 Photometry-n-9-measurement-selected-delete","canvas-id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy-text-1","Фотометрия \","光度测定\","machine-review-required"
"id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy","3-6-4-2-2 Photometry-n-9-measurement-selected-delete","canvas-id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy-text-3","12:05","12:05","machine-review-required"
"id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy","3-6-4-2-2 Photometry-n-9-measurement-selected-delete","canvas-id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy-text-4","n=9","n=9","machine-review-required"
"id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy","3-6-4-2-2 Photometry-n-9-measurement-selected-delete","canvas-id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy-text-5","i=6","我=6","machine-review-required"
"id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy","3-6-4-2-2 Photometry-n-9-measurement-selected-delete","canvas-id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy-text-6","A=0.3254","A=0.3254","machine-review-required"
"id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy","3-6-4-2-2 Photometry-n-9-measurement-selected-delete","canvas-id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy-text-7","Действие","行动","machine-review-required"
"id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy","3-6-4-2-2 Photometry-n-9-measurement-selected-delete","canvas-id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy-text-12","Перемерить","重试","machine-review-required"
"id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy","3-6-4-2-2 Photometry-n-9-measurement-selected-delete","canvas-id-3-6-4-2-1-photometry-n-9-measurement-selected-remeasure-copy-text-13","Удалить","删除","machine-review-required"
"id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy","3-6-4-3-1 Photometry-n-9-measurement-selected-delete_all-no","canvas-id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-text-1","Фотометрия \","光度测定\","machine-review-required"
"id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy","3-6-4-3-1 Photometry-n-9-measurement-selected-delete_all-no","canvas-id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-text-3","12:05","12:05","machine-review-required"
"id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy","3-6-4-3-1 Photometry-n-9-measurement-selected-delete_all-no","canvas-id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-text-4","n=9","n=9","machine-review-required"
"id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy","3-6-4-3-1 Photometry-n-9-measurement-selected-delete_all-no","canvas-id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-text-7","Удалить все записи ?","删除所有条目？","machine-review-required"
"id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy","3-6-4-3-1 Photometry-n-9-measurement-selected-delete_all-no","canvas-id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-text-12","Нет","不","machine-review-required"
"id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy","3-6-4-3-1 Photometry-n-9-measurement-selected-delete_all-no","canvas-id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-text-13","Да","是的","machine-review-required"
"id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-copy","3-6-4-3-2 Photometry-n-9-measurement-selected-delete_all-yes","canvas-id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-copy-text-1","Фотометрия \","光度测定\","machine-review-required"
"id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-copy","3-6-4-3-2 Photometry-n-9-measurement-selected-delete_all-yes","canvas-id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-copy-text-3","12:05","12:05","machine-review-required"
"id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-copy","3-6-4-3-2 Photometry-n-9-measurement-selected-delete_all-yes","canvas-id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-copy-text-4","n=9","n=9","machine-review-required"
"id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-copy","3-6-4-3-2 Photometry-n-9-measurement-selected-delete_all-yes","canvas-id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-copy-text-5","Удалить все записи ?","删除所有条目？","machine-review-required"
"id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-copy","3-6-4-3-2 Photometry-n-9-measurement-selected-delete_all-yes","canvas-id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-copy-text-9","Нет","不","machine-review-required"
"id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-copy","3-6-4-3-2 Photometry-n-9-measurement-selected-delete_all-yes","canvas-id-3-6-4-2-2-photometry-n-9-measurement-selected-delete-copy-copy-text-10","Да","是的","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-1","Фотометрия \","光度测定\","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-3","12:05","12:05","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-5","№","○","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-6","n=3","n=3","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-7","E","乙","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-8","λ=1054.3 нм","λ=1054.3纳米","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-12","E:","乙：","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-13","38342","38342","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-1781798921573","Усиление: 3","增益：3","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-1781799246412","Eср","埃克","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-1781799266952","dE","dE","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-1781799504620","1","1","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-1781799516532","2","2","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-1781799530451","3","3","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-1781799551708","38325","38325","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-1781799582011","38336","38336","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-1781799611364","38340","38340","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-1781799682308","38000","38000","machine-review-required"
"id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy","3-6-3-4 Photometry-E-n-3-measurement-fixed","canvas-id-3-6-2-1-photometry-t-n-1-measurement-not-fixed-copy-copy-text-1781800021384","32","32","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-1","Фотометрия \","光度测定\","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-3","12:05","12:05","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-5","№","○","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-6","n=3","n=3","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-7","E","乙","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-8","λ=1054.3 нм","λ=1054.3纳米","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-12","E:","乙：","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-13","38342","38342","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-18","Усиление: 3","增益：3","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-20","Eср","埃克","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-21","dE","dE","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-22","1","1","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-23","2","2","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-25","38325","38325","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-26","38336","38336","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-28","38330","38330","machine-review-required"
"id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy","3-6-3-3 Photometry-E-n-2-measurement-fixed","canvas-id-3-6-3-1-photometry-e-n-1-measurement-not-fixed-copy-text-29","70","70","machine-review-required"
"3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy","3-6-3-2 Photometry-E-n-1-measurement-fixed","canvas-3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy-text-1","Фотометрия \","光度测定\","machine-review-required"
"3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy","3-6-3-2 Photometry-E-n-1-measurement-fixed","canvas-3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy-text-3","12:05","12:05","machine-review-required"
"3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy","3-6-3-2 Photometry-E-n-1-measurement-fixed","canvas-3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy-text-5","№","○","machine-review-required"
"3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy","3-6-3-2 Photometry-E-n-1-measurement-fixed","canvas-3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy-text-6","n=3","n=3","machine-review-required"
"3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy","3-6-3-2 Photometry-E-n-1-measurement-fixed","canvas-3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy-text-7","E","乙","machine-review-required"
"3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy","3-6-3-2 Photometry-E-n-1-measurement-fixed","canvas-3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy-text-8","λ=1054.3 нм","λ=1054.3纳米","machine-review-required"
"3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy","3-6-3-2 Photometry-E-n-1-measurement-fixed","canvas-3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy-text-12","E:","乙：","machine-review-required"
"3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy","3-6-3-2 Photometry-E-n-1-measurement-fixed","canvas-3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy-text-13","38342","38342","machine-review-required"
"3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy","3-6-3-2 Photometry-E-n-1-measurement-fixed","canvas-3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy-text-18","Усиление: 3","增益：3","machine-review-required"
"3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy","3-6-3-2 Photometry-E-n-1-measurement-fixed","canvas-3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy-text-20","Eср","埃克","machine-review-required"
"3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy","3-6-3-2 Photometry-E-n-1-measurement-fixed","canvas-3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy-text-21","dE","dE","machine-review-required"
"3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy","3-6-3-2 Photometry-E-n-1-measurement-fixed","canvas-3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy-text-22","1","1","machine-review-required"
"3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy","3-6-3-2 Photometry-E-n-1-measurement-fixed","canvas-3-6-3-3-photometry-e-n-2-measurement-not-fixed-copy-copy-text-24","38325","38325","machine-review-required"
"3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy","3-6-2-4 Photometry-T-n-3-measurement-fixed","canvas-3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy-text-1","Фотометрия \","光度测定\","machine-review-required"
"3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy","3-6-2-4 Photometry-T-n-3-measurement-fixed","canvas-3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy-text-3","12:05","12:05","machine-review-required"
"3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy","3-6-2-4 Photometry-T-n-3-measurement-fixed","canvas-3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy-text-5","№","○","machine-review-required"
"3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy","3-6-2-4 Photometry-T-n-3-measurement-fixed","canvas-3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy-text-6","n=3","n=3","machine-review-required"
"3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy","3-6-2-4 Photometry-T-n-3-measurement-fixed","canvas-3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy-text-7","T, %","温度，%","machine-review-required"
"3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy","3-6-2-4 Photometry-T-n-3-measurement-fixed","canvas-3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy-text-8","1","1","machine-review-required"
"3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy","3-6-2-4 Photometry-T-n-3-measurement-fixed","canvas-3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy-text-9","2","2","machine-review-required"
"3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy","3-6-2-4 Photometry-T-n-3-measurement-fixed","canvas-3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy-text-10","λ=1054.3 нм","λ=1054.3纳米","machine-review-required"
"3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy","3-6-2-4 Photometry-T-n-3-measurement-fixed","canvas-3-6-2-3-photometry-a-n-2-measurement-fixed-copy-copy-text-11","93.35","93.35","machine-review-required"
